Name,Level,School,Casting Time,Ritual,Duration,Concentration,Range (feet),Area (feet),Area Type,Attack/ Save,Damage/Effect,V,S,M,Materials,Consumed,Spell Tags,Bard,Cleric,Druid,Paladin,Ranger,Sorcerer,Warlock,Wizard,Source,Details,Link,
Blinding Smite,3,Evocation,1 Bonus Action,FALSE,1 Minute,FALSE,Self,,,Constitution,Radiant,TRUE,FALSE,FALSE,,FALSE,"Damage, Control",FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,PHB 2024,"The target hit by the strike takes an extra 3d8 Radiant damage from the attack, and the target has the Blinded condition until the spell ends. At the end of each of its turns, the Blinded target makes a Constitution saving throw, ending the spell on itself on a success. Using a Higher-Level Spell Slot. The extra damage increases by 1d8 for each spell slot level above 3. * - which you take immediately after hitting a creature with a Melee weapon or an Unarmed Strike",https://www.dndbeyond.com/spells/2618936-blinding-smite,
Blindness/ Deafness,2,Transmutation,1 Action,FALSE,1 Minute,FALSE,120,,,Constitution,Blinded,TRUE,FALSE,FALSE,,FALSE,Debuff,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,PHB 2024,"One creature that you can see within range must succeed on a Constitution saving throw, or it has the Blinded or Deafened condition (your choice) for the duration. At the end of each of its turns, the target repeats the save, ending the spell on itself on a success. Using a Higher-Level Spell Slot. You can target one additional creature for each spell slot level above 2.",https://www.dndbeyond.com/spells/2618938-blindness-deafness,
Blink,3,Transmutation,1 Action,FALSE,1 Minute,FALSE,Self,,,,Utility,TRUE,TRUE,FALSE,,FALSE,Utility,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,PHB 2024,"Roll 1d6 at the end of each of your turns for the duration. On a roll of 4–6, you vanish from your current plane of existence and appear in the Ethereal Plane (the spell ends instantly if you are already on that plane). While on the Ethereal Plane, you can perceive the plane you left, which is cast in shades of gray, but you can’t see anything there more than 60 feet away. You can affect and be affected only by other creatures on the Ethereal Plane, and creatures on the other plane can’t perceive you unless they have a special ability that lets them perceive things on the Ethereal Plane. You return to the other plane at the start of your next turn and when the spell ends if you are on the Ethereal Plane. You return to an unoccupied space of your choice that you can see within 10 feet of the space you left. If no unoccupied space is available within that range, you appear in the nearest unoccupied space.",https://www.dndbeyond.com/spells/2618939-blink,
Blur,2,Illusion,1 Action,FALSE,1 Minute,TRUE,Self,,,,Warding,TRUE,FALSE,FALSE,,FALSE,Warding,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,PHB 2024,"Your body becomes blurred. For the duration, any creature has Disadvantage on attack rolls against you. An attacker is immune to this effect if it perceives you with Blindsight or Truesight.",https://www.dndbeyond.com/spells/2618945-blur,
Burning Hands,1,Evocation,1 Action,FALSE,Instantaneous,FALSE,Self,15,Cone,Dexterity,Fire,TRUE,TRUE,FALSE,,FALSE,Damage,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,PHB 2024,"A thin sheet of flames shoots forth from you. Each creature in a 15-foot Cone makes a Dexterity saving throw, taking 3d6 Fire damage on a failed save or half as much damage on a successful one. Flammable objects in the Cone that aren’t being worn or carried start burning. Using a Higher-Level Spell Slot. The damage increases by 1d6 for each spell slot level above 1.",https://www.dndbeyond.com/spells/2618946-burning-hands,
Call Lightning,3,Conjuration,1 Action,FALSE,10 Minutes,TRUE,120,60,Cylindar,Dexterity,Lightning,TRUE,TRUE,FALSE,,FALSE,Damage,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,PHB 2024,"A storm cloud appears at a point within range that you can see above yourself. It takes the shape of a Cylinder that is 10 feet tall with a 60-foot radius. When you cast the spell, choose a point you can see under the cloud. A lightning bolt shoots from the cloud to that point. Each creature within 5 feet of that point makes a Dexterity saving throw, taking 3d10 Lightning damage on a failed save or half as much damage on a successful one. Until the spell ends, you can take a Magic action to call down lightning in that way again, targeting the same point or a different one. If you’re outdoors in a storm when you cast this spell, the spell gives you control over that storm instead of creating a new one. Under such conditions, the spell’s damage increases by 1d10. Using a Higher-Level Spell Slot. The damage increases by 1d10 for each spell slot level above 3.",https://www.dndbeyond.com/spells/2618949-call-lightning,
Calm Emotions,2,Enchantment,1 Action,FALSE,1 Minute,TRUE,60,20,Sphere,Charisma,Charmed,TRUE,TRUE,FALSE,,FALSE,Social,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,PHB 2024,"Each Humanoid in a 20-foot-radius Sphere centered on a point you choose within range must succeed on a Charisma saving throw or be affected by one of the following effects (choose for each creature): The creature has Immunity to the Charmed and Frightened conditions until the spell ends. If the creature was already Charmed or Frightened, those conditions are suppressed for the duration. The creature becomes Indifferent about creatures of your choice that it’s Hostile toward. This indifference ends if the target takes damage or witnesses its allies taking damage. When the spell ends, the creature’s attitude returns to normal.",https://www.dndbeyond.com/spells/2618959-calm-emotions,
Chain Lightning,6,Evocation,1 Action,FALSE,Instantaneous,FALSE,150,,,Dexterity,Lightning,TRUE,TRUE,TRUE,Three Silver Pins,FALSE,Damage,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,PHB 2024,"You launch a lightning bolt toward a target you can see within range. Three bolts then leap from that target to as many as three other targets of your choice, each of which must be within 30 feet of the first target. A target can be a creature or an object and can be targeted by only one of the bolts. Each target makes a Dexterity saving throw, taking 10d8 Lightning damage on a failed save or half as much damage on a successful one. Using a Higher-Level Spell Slot. One additional bolt leaps from the first target to another target for each spell slot level above 6.",https://www.dndbeyond.com/spells/2618960-chain-lightning,
Charm Monster,4,Enchantment,1 Action,FALSE,1 Hour,FALSE,30,,,Wisdom,Charmed,TRUE,TRUE,FALSE,,FALSE,Control,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,PHB 2024,"One creature you can see within range makes a Wisdom saving throw. It does so with Advantage if you or your allies are fighting it. On a failed save, the target has the Charmed condition until the spell ends or until you or your allies damage it. The Charmed creature is Friendly to you. When the spell ends, the target knows it was Charmed by you. Using a Higher-Level Spell Slot. You can target one additional creature for each spell slot level above 4.",https://www.dndbeyond.com/spells/2618963-charm-monster,
Charm Person,1,Enchantment,1 Action,FALSE,1 Hour,FALSE,30,,,Wisdom,Charmed,TRUE,TRUE,FALSE,,FALSE,"Control, Social",TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,PHB 2024,"One Humanoid you can see within range makes a Wisdom saving throw. It does so with Advantage if you or your allies are fighting it. On a failed save, the target has the Charmed condition until the spell ends or until you or your allies damage it. The Charmed creature is Friendly to you. When the spell ends, the target knows it was Charmed by you. Using a Higher-Level Spell Slot. You can target one additional creature for each spell slot level above 1.",https://www.dndbeyond.com/spells/2618964-charm-person,
Chill Touch,Cantrip,Necromancy,1 Action,FALSE,Instantaneous,FALSE,Touch,,,Melee,Necrotic,TRUE,TRUE,FALSE,,FALSE,Damage,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,PHB 2024,"Channeling the chill of the grave, make a melee spell attack against a target within reach. On a hit, the target takes 1d10 Necrotic damage, and it can’t regain Hit Points until the end of your next turn. Cantrip Upgrade. The damage increases by 1d10 when you reach levels 5 (2d10), 11 (3d10), and 17 (4d10).",https://www.dndbeyond.com/spells/2618965-chill-touch,
Chromatic Orb,1,Evocation,1 Action,FALSE,Instantaneous,FALSE,90,,,Ranged,Acid,TRUE,TRUE,TRUE,Diamond worth 50+ GP,FALSE,Damage,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,PHB 2024,"You hurl an orb of energy at a target within range. Choose Acid, Cold, Fire, Lightning, Poison, or Thunder for the type of orb you create, and then make a ranged spell attack against the target. On a hit, the target takes 3d8 damage of the chosen type. If you roll the same number on two or more of the d8s, the orb leaps to a different target of your choice within 30 feet of the target. Make an attack roll against the new target, and make a new damage roll. The orb can’t leap again unless you cast the spell with a level 2+ spell slot. Using a Higher-Level Spell Slot. The damage increases by 1d8 for each spell slot level above 1. The orb can leap a maximum number of times equal to the level of the slot expended, and a creature can be targeted only once by each casting of this spell.",https://www.dndbeyond.com/spells/2618966-chromatic-orb,
Circle of Death,6,Necromancy,1 Action,FALSE,Instantaneous,FALSE,150,60,Sphere,Constitution,Necrotic,TRUE,TRUE,TRUE,The powder of a crushed black pearl worth 500+ GP,FALSE,Damage,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,PHB 2024,"Negative energy ripples out in a 60-foot-radius Sphere from a point you choose within range. Each creature in that area makes a Constitution saving throw, taking 8d8 Necrotic damage on a failed save or half as much damage on a successful one. Using a Higher-Level Spell Slot. The damage increases by 2d8 for each spell slot level above 6.",https://www.dndbeyond.com/spells/2618969-circle-of-death,
Ciecle of Power,5,Abjuration,1 Action,FALSE,10 Minutes,TRUE,Self,30,Sphere,,Buff,TRUE,FALSE,FALSE,,FALSE,"Buff, Warding",FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,PHB 2024,"An aura radiates from you in a 30-foot Emanation for the duration. While in the aura, you and your allies have Advantage on saving throws against spells and other magical effects. When an affected creature makes a saving throw against a spell or magical effect that allows a save to take only half damage, it takes no damage if it succeeds on the save.",https://www.dndbeyond.com/spells/2618970-circle-of-power,
Clairvoyance,3,Divination,10 Minutes,FALSE,10 Minutes,TRUE,1 Mile,,,,Detection,TRUE,TRUE,TRUE,"A focus worth 100+ GP, either a jeweled horn for hearing or a glas eye for seeing",FALSE,"Scrying, Detection, Utility",TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,PHB 2024,"You create an Invisible sensor within range in a location familiar to you (a place you have visited or seen before) or in an obvious location that is unfamiliar to you (such as behind a door, around a corner, or in a grove of trees). The intangible, invulnerable sensor remains in place for the duration. When you cast the spell, choose seeing or hearing. You can use the chosen sense through the sensor as if you were in its space. As a Bonus Action, you can switch between seeing and hearing. A creature that sees the sensor (such as a creature benefiting from See Invisibility or Truesight) sees a luminous orb about the size of your fist.",https://www.dndbeyond.com/spells/2618972-clairvoyance,
Clone,8,Necromancy,1 Hour,FALSE,Instantaneous,FALSE,Touch,,,,Utility,TRUE,TRUE,TRUE,"Diamond worth 1,000+ GP (consumed), and a sealable vessel worth 2,000+ GP that is large enough to hold the creature being cloned.",TRUE,Utility,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,PHB 2024,"You touch a creature or at least 1 cubic inch of its flesh. An inert duplicate of that creature forms inside the vessel used in the spell’s casting and finishes growing after 120 days; you choose whether the finished clone is the same age as the creature or younger. The clone remains inert and endures indefinitely while its vessel remains undisturbed. If the original creature dies after the clone finishes forming, the creature’s soul transfers to the clone if the soul is free and willing to return. The clone is physically identical to the original and has the same personality, memories, and abilities, but none of the original’s equipment. The creature’s original remains, if any, become inert and can’t be revived, since the creature’s soul is elsewhere.",https://www.dndbeyond.com/spells/2618973-clone,
Cloudkill,5,Conjuration,1 Action,FALSE,10 Minutes,TRUE,120,20,Sphere,Constitution,Poison,TRUE,TRUE,FALSE,,FALSE,Damage,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,PHB 2024,"You create a 20-foot-radius Sphere of yellow-green fog centered on a point within range. The fog lasts for the duration or until strong wind (such as the one created by Gust of Wind) disperses it, ending the spell. Its area is Heavily Obscured. Each creature in the Sphere makes a Constitution saving throw, taking 5d8 Poison damage on a failed save or half as much damage on a successful one. A creature must also make this save when the Sphere moves into its space and when it enters the Sphere or ends its turn there. A creature makes this save only once per turn. The Sphere moves 10 feet away from you at the start of each of your turns. Using a Higher-Level Spell Slot. The damage increases by 1d8 for each spell slot level above 5.",https://www.dndbeyond.com/spells/2618976-cloudkill,
